,Lat,Long,-,Alt,dayNo,Date,Time,datetime,Transportation Mode,x,y
15,40.0151,116.410771,0,497,39682.3702083333,2008-08-22,08:53:06,2008-08-22 08:53:06,-,6251.375527072277,4292.83006439788
16,40.015098,116.410779,0,498,39682.3702314815,2008-08-22,08:53:08,2008-08-22 08:53:08,-,6252.057027506339,4292.607733013012
17,40.015093,116.410794,0,499,39682.3702546296,2008-08-22,08:53:10,2008-08-22 08:53:10,-,6253.334840817734,4292.0519045492065
18,40.015061,116.410798,0,500,39682.370277777794,2008-08-22,08:53:12,2008-08-22 08:53:12,-,6253.675591035831,4288.49460237382
19,40.015,116.41082,0,501,39682.3703009259,2008-08-22,08:53:14,2008-08-22 08:53:14,-,6255.549717226648,4281.713495064849
20,40.014937,116.410801,0,502,39682.3703240741,2008-08-22,08:53:16,2008-08-22 08:53:16,-,6253.931153697236,4274.710056319909
21,40.014849,116.41078,0,503,39682.370347222204,2008-08-22,08:53:18,2008-08-22 08:53:18,-,6252.142215060867,4264.927475129401
22,40.01472,116.410764,0,504,39682.3703703704,2008-08-22,08:53:20,2008-08-22 08:53:20,-,6250.779214192733,4250.587100250917
23,40.014586,116.410726,0,505,39682.3703935185,2008-08-22,08:53:22,2008-08-22 08:53:22,-,6247.542087133423,4235.690896663603
24,40.014411,116.410703,0,506,39682.3704166667,2008-08-22,08:53:24,2008-08-22 08:53:24,-,6245.582773385493,4216.2368990944
25,40.014216,116.410671,0,507,39682.3704398148,2008-08-22,08:53:26,2008-08-22 08:53:26,-,6242.856771650859,4194.559587053977
26,40.014019,116.410619,0,508,39682.370462963,2008-08-22,08:53:28,2008-08-22 08:53:28,-,6238.4270188313785,4172.659943114477
27,40.013815,116.410555,0,510,39682.3704861111,2008-08-22,08:53:30,2008-08-22 08:53:30,-,6232.975015363024,4149.982138713645
28,40.013576,116.41051000000002,0,511,39682.3705092593,2008-08-22,08:53:32,2008-08-22 08:53:32,-,6229.141575422263,4123.41353385994
29,40.01334600000001,116.410451,0,513,39682.3705324074,2008-08-22,08:53:34,2008-08-22 08:53:34,-,6224.115509719001,4097.845419712399
30,40.01311,116.410395,0,515,39682.3705555556,2008-08-22,08:53:36,2008-08-22 08:53:36,-,6219.345006681037,4071.6103105747384
31,40.012869,116.410344,0,517,39682.3705787037,2008-08-22,08:53:38,2008-08-22 08:53:38,-,6215.000441413361,4044.819372119194
32,40.012614,116.410304,0,518,39682.3706018519,2008-08-22,08:53:40,2008-08-22 08:53:40,-,6211.592939241684,4016.47211277652
33,40.012343,116.410261,0,519,39682.370625,2008-08-22,08:53:42,2008-08-22 08:53:42,-,6207.929874407973,3986.3462009547125
34,40.01207,116.410221,0,521,39682.3706481481,2008-08-22,08:53:44,2008-08-22 08:53:44,-,6204.522372237815,3955.997956728644
35,40.011801,116.410181,0,522,39682.370671296296,2008-08-22,08:53:46,2008-08-22 08:53:46,-,6201.11487006301,3926.0943744871433
36,40.011539,116.410144,0,522,39682.3706944444,2008-08-22,08:53:48,2008-08-22 08:53:48,-,6197.962930554018,3896.968951487207
37,40.011301,116.410094,0,524,39682.370717592596,2008-08-22,08:53:50,2008-08-22 08:53:50,-,6193.703552838507,3870.5115054041707
38,40.011041,116.410055,0,525,39682.3707407407,2008-08-22,08:53:52,2008-08-22 08:53:52,-,6190.381238219548,3841.6084122144916
39,40.010783,116.410033,0,526,39682.3707638889,2008-08-22,08:53:54,2008-08-22 08:53:54,-,6188.507112023275,3812.927649655508
40,40.010513,116.410023,0,527,39682.370787037005,2008-08-22,08:53:56,2008-08-22 08:53:56,-,6187.655236480862,3782.91289722657
41,40.010256,116.410006,0,528,39682.3708101852,2008-08-22,08:53:58,2008-08-22 08:53:58,-,6186.2070480578495,3754.3432986758135
42,40.00999,116.409997,0,530,39682.3708333333,2008-08-22,08:54:00,2008-08-22 08:54:00,-,6185.440360067898,3724.773207456709
43,40.009729,116.409993,0,531,39682.3708564815,2008-08-22,08:54:02,2008-08-22 08:54:02,-,6185.0996098513415,3695.7589441380433
44,40.009473,116.409996,0,532,39682.3708796296,2008-08-22,08:54:04,2008-08-22 08:54:04,-,6185.355172515385,3667.300508770693
45,40.008938,116.409734,0,9,39682.370902777795,2008-08-22,08:54:06,2008-08-22 08:54:06,-,6163.036033269002,3607.8268227726644
46,40.008687,116.409735,0,9,39682.3709259259,2008-08-22,08:54:08,2008-08-22 08:54:08,-,6163.121220823734,3579.924213685144
47,40.008476,116.409767,0,11,39682.3709490741,2008-08-22,08:54:10,2008-08-22 08:54:10,-,6165.84722256421,3556.4682349032564
48,40.008298,116.409791,0,12,39682.370972222205,2008-08-22,08:54:12,2008-08-22 08:54:12,-,6167.891723868894,3536.680726293268
49,40.00817,116.409805,0,13,39682.3709953704,2008-08-22,08:54:14,2008-08-22 08:54:14,-,6169.084349630632,3522.451506367148
50,40.00808,116.409821,0,13,39682.371018518505,2008-08-22,08:54:16,2008-08-22 08:54:16,-,6170.447350499594,3512.446585981213
51,40.008012,116.409832,0,15,39682.3710416667,2008-08-22,08:54:18,2008-08-22 08:54:18,-,6171.384413599279,3504.8873127316747
52,40.007981,116.409803,0,15,39682.3710648148,2008-08-22,08:54:20,2008-08-22 08:54:20,-,6168.913974521194,3501.4411734363835
53,40.007954,116.409767,0,16,39682.371087963,2008-08-22,08:54:22,2008-08-22 08:54:22,-,6165.84722256421,3498.439697266255
54,40.007944,116.409655,0,16,39682.3711111111,2008-08-22,08:54:24,2008-08-22 08:54:24,-,6156.306216470593,3497.3280394235935
55,40.007963,116.409482,0,17,39682.3711342593,2008-08-22,08:54:26,2008-08-22 08:54:26,-,6141.5687695549705,3499.4401893237664
56,40.007983,116.409293,0,18,39682.371157407404,2008-08-22,08:54:28,2008-08-22 08:54:28,-,6125.468321763024,3501.6635050050604
57,40.007994,116.409104,0,18,39682.3711805556,2008-08-22,08:54:30,2008-08-22 08:54:30,-,6109.367873962031,3502.8863286262076
58,40.007997,116.408933,0,20,39682.3712037037,2008-08-22,08:54:32,2008-08-22 08:54:32,-,6094.800802137825,3503.2198259779966
59,40.008025,116.408754,0,23,39682.3712268519,2008-08-22,08:54:34,2008-08-22 08:54:34,-,6079.552229868659,3506.332467917043
60,40.00804,116.40863,0,25,39682.37125,2008-08-22,08:54:36,2008-08-22 08:54:36,-,6068.988973100413,3507.999954665339
61,40.008032,116.408592,0,28,39682.3712731482,2008-08-22,08:54:38,2008-08-22 08:54:38,-,6065.751846023237,3507.110628399704
62,40.008025,116.40859,0,29,39682.371296296296,2008-08-22,08:54:40,2008-08-22 08:54:40,-,6065.581470915502,3506.332467917043
63,40.008026,116.408592,0,30,39682.3713194444,2008-08-22,08:54:42,2008-08-22 08:54:42,-,6065.751846023237,3506.443633700116
64,40.008026,116.408595,0,31,39682.371342592596,2008-08-22,08:54:44,2008-08-22 08:54:44,-,6066.007408688091,3506.443633700116
65,40.008023,116.408596,0,31,39682.3713657407,2008-08-22,08:54:46,2008-08-22 08:54:46,-,6066.09259624304,3506.110136349442
66,40.008018,116.408594,0,31,39682.3713888889,2008-08-22,08:54:48,2008-08-22 08:54:48,-,6065.922221133138,3505.554307432338
67,40.008011,116.40858500000002,0,31,39682.371412037,2008-08-22,08:54:50,2008-08-22 08:54:50,-,6065.155533142907,3504.7761469484217
68,40.008005,116.408568,0,32,39682.3714351852,2008-08-22,08:54:52,2008-08-22 08:54:52,-,6063.707344713021,3504.109152246513
69,40.007987,116.408505,0,34,39682.3714583333,2008-08-22,08:54:54,2008-08-22 08:54:54,-,6058.340528772095,3502.1081681401383
70,40.007989,116.408396,0,36,39682.371481481496,2008-08-22,08:54:56,2008-08-22 08:54:56,-,6049.05508531631,3502.330499707954
71,40.007978,116.408232,0,38,39682.3715046296,2008-08-22,08:54:58,2008-08-22 08:54:58,-,6035.084326349805,3501.1076760846872
72,40.008008,116.407972,0,39,39682.371527777796,2008-08-22,08:55:00,2008-08-22 08:55:00,-,6012.9355621271225,3504.442649597171
73,40.008013,116.407723,0,41,39682.3715509259,2008-08-22,08:55:02,2008-08-22 08:55:02,-,5991.723860993615,3504.998478514915
74,40.00801,116.407442,0,42,39682.3715740741,2008-08-22,08:55:04,2008-08-22 08:55:04,-,5967.7861580917925,3504.664981164449
75,40.008023,116.407146,0,44,39682.371597222205,2008-08-22,08:55:06,2008-08-22 08:55:06,-,5942.570641853318,3506.110136349442
76,40.008025,116.40686,0,46,39682.3716203704,2008-08-22,08:55:08,2008-08-22 08:55:08,-,5918.207001146927,3506.332467917043
77,40.00800200000001,116.406507,0,47,39682.3716435185,2008-08-22,08:55:10,2008-08-22 08:55:10,-,5888.13579424376,3503.7756548971524
78,40.007987,116.40616599999998,0,49,39682.3716666667,2008-08-22,08:55:12,2008-08-22 08:55:12,-,5859.086837973744,3502.1081681401383
79,40.007986,116.405826,0,50,39682.3716898148,2008-08-22,08:55:14,2008-08-22 08:55:14,-,5830.123069239948,3501.9970023565643
80,40.007985,116.405474,0,52,39682.371712962995,2008-08-22,08:55:16,2008-08-22 08:55:16,-,5800.13704982292,3501.8858365722717
81,40.008003,116.405124,0,54,39682.3717361111,2008-08-22,08:55:18,2008-08-22 08:55:18,-,5770.321405492327,3503.8868206798143
82,40.008004,116.404769,0,56,39682.3717592593,2008-08-22,08:55:20,2008-08-22 08:55:20,-,5740.079823365549,3503.99798646317
83,40.008014,116.404436,0,58,39682.371782407405,2008-08-22,08:55:22,2008-08-22 08:55:22,-,5711.712367431091,3505.10964429885
84,40.008022,116.404119,0,59,39682.3718055556,2008-08-22,08:55:24,2008-08-22 08:55:24,-,5684.70791236485,3505.998970565622
85,40.008017,116.403832,0,61,39682.371828703705,2008-08-22,08:55:26,2008-08-22 08:55:26,-,5660.25908394692,3505.443141649163
86,40.008012,116.403574,0,61,39682.3718518519,2008-08-22,08:55:28,2008-08-22 08:55:28,-,5638.28069462393,3504.8873127316747
87,40.008016,116.403351,0,62,39682.371875,2008-08-22,08:55:30,2008-08-22 08:55:30,-,5619.283869735397,3505.3319758652665
88,40.008019,116.403174,0,61,39682.3718981481,2008-08-22,08:55:32,2008-08-22 08:55:32,-,5604.205672396569,3505.665473215503
89,40.008025,116.403066,0,63,39682.3719212963,2008-08-22,08:55:34,2008-08-22 08:55:34,-,5595.005416388152,3506.332467917043
90,40.00803,116.402989,0,64,39682.3719444444,2008-08-22,08:55:36,2008-08-22 08:55:36,-,5588.445974604406,3506.8882968329904
91,40.008015,116.402934,0,65,39682.3719675926,2008-08-22,08:55:38,2008-08-22 08:55:38,-,5583.760659044878,3505.2208100820644
92,40.007997,116.402888,0,67,39682.3719907407,2008-08-22,08:55:40,2008-08-22 08:55:40,-,5579.842031484449,3503.2198259779966
93,40.007975,116.40286299999998,0,69,39682.3720138889,2008-08-22,08:55:42,2008-08-22 08:55:42,-,5577.712342591013,3500.774178732875
94,40.00796,116.40286299999998,0,71,39682.372037037,2008-08-22,08:55:44,2008-08-22 08:55:44,-,5577.712342591013,3499.106691971378
95,40.007949,116.402855,0,71,39682.372060185204,2008-08-22,08:55:46,2008-08-22 08:55:46,-,5577.030842147345,3497.8838683454383
96,40.007949,116.402852,0,70,39682.3720833333,2008-08-22,08:55:48,2008-08-22 08:55:48,-,5576.77527947934,3497.8838683454383
97,40.007949,116.402852,0,70,39682.372106481496,2008-08-22,08:55:50,2008-08-22 08:55:50,-,5576.77527947934,3497.8838683454383
98,40.007947,116.402849,0,70,39682.3721296296,2008-08-22,08:55:52,2008-08-22 08:55:52,-,5576.519716813502,3497.661536776597
99,40.007942,116.402816,0,71,39682.372152777796,2008-08-22,08:55:54,2008-08-22 08:55:54,-,5573.708527476171,3497.105707854625
100,40.007913,116.402744,0,71,39682.3721759259,2008-08-22,08:55:56,2008-08-22 08:55:56,-,5567.575023466986,3493.881900101291
101,40.007935,116.402613,0,71,39682.3721990741,2008-08-22,08:55:58,2008-08-22 08:55:58,-,5556.4154536723045,3496.3275473631834
102,40.007947,116.402465,0,72,39682.3722222222,2008-08-22,08:56:00,2008-08-22 08:56:00,-,5543.807695425809,3497.661536776597
103,40.007991,116.402269,0,73,39682.3722453704,2008-08-22,08:56:02,2008-08-22 08:56:02,-,5527.110934497904,3502.552831275011
104,40.007978,116.402089,0,75,39682.3722685185,2008-08-22,08:56:04,2008-08-22 08:56:04,-,5511.7771744571655,3501.1076760846872
105,40.00797100000001,116.40193899999998,0,77,39682.372291666696,2008-08-22,08:56:06,2008-08-22 08:56:06,-,5498.999041084873,3500.3295155978894
106,40.007935,116.40178,0,77,39682.3723148148,2008-08-22,08:56:08,2008-08-22 08:56:08,-,5485.45421970734,3496.3275473631834
107,40.007876,116.401659,0,78,39682.372337962996,2008-08-22,08:56:10,2008-08-22 08:56:10,-,5475.1465254485065,3489.7687660555553
108,40.007785,116.401582,0,80,39682.3723611111,2008-08-22,08:56:12,2008-08-22 08:56:12,-,5468.587083645921,3479.652679543717
109,40.007655,116.401543,0,81,39682.3723842593,2008-08-22,08:56:14,2008-08-22 08:56:14,-,5465.264768966131,3465.201127200589
110,40.007498,116.401533,0,80,39682.372407407405,2008-08-22,08:56:16,2008-08-22 08:56:16,-,5464.412893406001,3447.748098312314
111,40.007335,116.401529,0,78,39682.3724305556,2008-08-22,08:56:18,2008-08-22 08:56:18,-,5464.072143183246,3429.6280743561942
112,40.007136,116.401558,0,82,39682.3724537037,2008-08-22,08:56:20,2008-08-22 08:56:20,-,5466.542582303043,3407.506081457065
113,40.006971,116.401556,0,82,39682.3724768519,2008-08-22,08:56:22,2008-08-22 08:56:22,-,5466.372207192758,3389.1637251503107
114,40.006797,116.401537,0,85,39682.3725,2008-08-22,08:56:24,2008-08-22 08:56:24,-,5464.753643630923,3369.8208763037724
115,40.006636,116.401554,0,83,39682.3725231481,2008-08-22,08:56:26,2008-08-22 08:56:26,-,5466.201832080303,3351.9231824853277
116,40.006453,116.401564,0,81,39682.3725462963,2008-08-22,08:56:28,2008-08-22 08:56:28,-,5467.05370763823,3331.5798406612835
117,40.006278,116.401552,0,80,39682.3725694444,2008-08-22,08:56:30,2008-08-22 08:56:30,-,5466.0314569678485,3312.1258248543863
118,40.006111,116.401546,0,81,39682.3725925926,2008-08-22,08:56:32,2008-08-22 08:56:32,-,5465.520331632651,3293.561135117745
119,40.005943,116.401563,0,83,39682.3726157407,2008-08-22,08:56:34,2008-08-22 08:56:34,-,5466.968520084172,3274.8852792147068
120,40.005768,116.401584,0,85,39682.3726388889,2008-08-22,08:56:36,2008-08-22 08:56:36,-,5468.757458756198,3255.431262264217
121,40.005645,116.401539,0,88,39682.372662037,2008-08-22,08:56:38,2008-08-22 08:56:38,-,5464.924018741214,3241.7578672587465
122,40.005574,116.401581,0,90,39682.3726851852,2008-08-22,08:56:40,2008-08-22 08:56:40,-,5468.501896089699,3233.86509444345
123,40.005542,116.40161100000002,0,92,39682.3727083333,2008-08-22,08:56:42,2008-08-22 08:56:42,-,5471.057522767621,3230.307788364147
124,40.005549,116.401605,0,94,39682.3727314815,2008-08-22,08:56:44,2008-08-22 08:56:44,-,5470.546397430315,3231.0859490702264
125,40.005556,116.401604,0,97,39682.3727546296,2008-08-22,08:56:46,2008-08-22 08:56:46,-,5470.461209876264,3231.8641097749705
126,40.005556,116.401596,0,98,39682.3727777778,2008-08-22,08:56:48,2008-08-22 08:56:48,-,5469.779709428679,3231.8641097749705
127,40.005557,116.401593,0,98,39682.3728009259,2008-08-22,08:56:50,2008-08-22 08:56:50,-,5469.524146760019,3231.975275591095
128,40.005557,116.401589,0,99,39682.3728240741,2008-08-22,08:56:52,2008-08-22 08:56:52,-,5469.183396537304,3231.975275591095
129,40.005555,116.401584,0,99,39682.3728472222,2008-08-22,08:56:54,2008-08-22 08:56:54,-,5468.757458756198,3231.7529439602476
130,40.00555,116.401574,0,99,39682.372870370404,2008-08-22,08:56:56,2008-08-22 08:56:56,-,5467.905583198306,3231.1971148850266
131,40.005502,116.401593,0,99,39682.3728935185,2008-08-22,08:56:58,2008-08-22 08:56:58,-,5469.524146760019,3225.861155747452
132,40.005428,116.40162,0,103,39682.372916666696,2008-08-22,08:57:00,2008-08-22 08:57:00,-,5471.824210769233,3217.63488535305
133,40.005338,116.401653,0,105,39682.3729398148,2008-08-22,08:57:02,2008-08-22 08:57:02,-,5474.635400113418,3207.6299618043076
134,40.005265,116.401638,0,108,39682.372962962996,2008-08-22,08:57:04,2008-08-22 08:57:04,-,5473.357586774583,3199.5148570728556
135,40.005222,116.401598,0,109,39682.3729861111,2008-08-22,08:57:06,2008-08-22 08:57:06,-,5469.9500845411185,3194.7347268565513
136,40.005071,116.401701,0,117,39682.3730092593,2008-08-22,08:57:08,2008-08-22 08:57:08,-,5478.724402793956,3177.948688001036
137,40.004982,116.40171399999998,0,119,39682.373032407406,2008-08-22,08:57:10,2008-08-22 08:57:10,-,5479.831841020229,3168.0549298633887
138,40.004854,116.401757,0,123,39682.3730555556,2008-08-22,08:57:12,2008-08-22 08:57:12,-,5483.49490592364,3153.8257044993466
139,40.004737,116.401733,0,124,39682.3730787037,2008-08-22,08:57:14,2008-08-22 08:57:14,-,5481.450404581484,3140.8193030062926
140,40.004579,116.401743,0,123,39682.3731018519,2008-08-22,08:57:16,2008-08-22 08:57:16,-,5482.302280141269,3123.255102420656
141,40.004428,116.401734,0,127,39682.373125,2008-08-22,08:57:18,2008-08-22 08:57:18,-,5481.535592137679,3106.4690623210686
142,40.004296,116.401754,0,127,39682.3731481481,2008-08-22,08:57:20,2008-08-22 08:57:20,-,5483.2393432550625,3091.795172723662
143,40.004203,116.401664,0,126,39682.3731712963,2008-08-22,08:57:22,2008-08-22 08:57:22,-,5475.572463227382,3081.4567503734097
144,40.004076,116.401645,0,127,39682.3731944444,2008-08-22,08:57:24,2008-08-22 08:57:24,-,5473.9538996659,3067.338689565427
145,40.003974,116.401612,0,125,39682.3732175926,2008-08-22,08:57:26,2008-08-22 08:57:26,-,5471.142710321671,3055.9997744365332
146,40.00389000000001,116.401576,0,125,39682.3732407407,2008-08-22,08:57:28,2008-08-22 08:57:28,-,5468.075958310752,3046.661844231204
147,40.003826,116.401563,0,124,39682.3732638889,2008-08-22,08:57:30,2008-08-22 08:57:30,-,5466.968520084172,3039.5472306785246
148,40.003778,116.401568,0,125,39682.373287037,2008-08-22,08:57:32,2008-08-22 08:57:32,-,5467.39445786313,3034.2112704799274
149,40.00375800000001,116.401563,0,125,39682.3733101852,2008-08-22,08:57:34,2008-08-22 08:57:34,-,5466.968520084172,3031.987953723861
150,40.003755,116.401568,0,126,39682.3733333333,2008-08-22,08:57:36,2008-08-22 08:57:36,-,5467.39445786313,3031.6544562084177
151,40.003746,116.401558,0,126,39682.3733564815,2008-08-22,08:57:38,2008-08-22 08:57:38,-,5466.542582303043,3030.65396366564
152,40.003743,116.401558,0,126,39682.3733796296,2008-08-22,08:57:40,2008-08-22 08:57:40,-,5466.542582303043,3030.32046615115
153,40.00374,116.40156,0,126,39682.3734027778,2008-08-22,08:57:42,2008-08-22 08:57:42,-,5466.712957415494,3029.9869686365446
154,40.003738,116.401562,0,126,39682.3734259259,2008-08-22,08:57:44,2008-08-22 08:57:44,-,5466.883332527947,3029.7646369598415
155,40.003739,116.401565,0,126,39682.3734490741,2008-08-22,08:57:46,2008-08-22 08:57:46,-,5467.138895196622,3029.8758027985527
156,40.003742,116.401567,0,126,39682.3734722222,2008-08-22,08:57:48,2008-08-22 08:57:48,-,5467.309270306904,3030.2093003131968
157,40.003741,116.401569,0,126,39682.3734953704,2008-08-22,08:57:50,2008-08-22 08:57:50,-,5467.479645419354,3030.0981344745232
158,40.003731,116.401568,0,126,39682.3735185185,2008-08-22,08:57:52,2008-08-22 08:57:52,-,5467.39445786313,3028.9864760913297
159,40.00368,116.401577,0,126,39682.3735416667,2008-08-22,08:57:54,2008-08-22 08:57:54,-,5468.161145866975,3023.3170183180996
160,40.003573,116.401668,0,131,39682.3735648148,2008-08-22,08:57:56,2008-08-22 08:57:56,-,5475.913213450044,3011.422273469781
161,40.003493,116.40171,0,133,39682.373587963,2008-08-22,08:57:58,2008-08-22 08:57:58,-,5479.491090797596,3002.529006196852
162,40.003448,116.40173,0,134,39682.3736111111,2008-08-22,08:58:00,2008-08-22 08:58:00,-,5481.194841915061,2997.526543320103
163,40.003446,116.401757,0,137,39682.3736342593,2008-08-22,08:58:02,2008-08-22 08:58:02,-,5483.49490592364,2997.304211635917
164,40.003467,116.401751,0,141,39682.3736574074,2008-08-22,08:58:04,2008-08-22 08:58:04,-,5482.983780588652,2999.638694315547
165,40.003478,116.401727,0,142,39682.373680555604,2008-08-22,08:58:06,2008-08-22 08:58:06,-,5480.939279246471,3000.8615185746235
166,40.003484,116.401711,0,143,39682.3737037037,2008-08-22,08:58:08,2008-08-22 08:58:08,-,5479.576278353797,3001.528513623861
167,40.003493,116.401703,0,144,39682.373726851896,2008-08-22,08:58:10,2008-08-22 08:58:10,-,5478.894777906359,3002.529006196852
168,40.003506,116.401693,0,145,39682.37375,2008-08-22,08:58:12,2008-08-22 08:58:12,-,5478.042902346505,3003.9741621342564
169,40.00352700000001,116.401681,0,146,39682.3737731481,2008-08-22,08:58:14,2008-08-22 08:58:14,-,5477.020651676391,3006.308644799157
170,40.003528,116.401694,0,147,39682.3737962963,2008-08-22,08:58:16,2008-08-22 08:58:16,-,5478.128089904875,3006.419810639158
171,40.003516,116.401707,0,146,39682.3738194444,2008-08-22,08:58:18,2008-08-22 08:58:18,-,5479.2355281289965,3005.085820545573
172,40.003489,116.401718,0,147,39682.3738425926,2008-08-22,08:58:20,2008-08-22 08:58:20,-,5480.172591245025,3002.084342831442
173,40.003438,116.401717,0,148,39682.3738657407,2008-08-22,08:58:22,2008-08-22 08:58:22,-,5480.087403688825,2996.414884900074
174,40.00336400000001,116.40173,0,150,39682.3738888889,2008-08-22,08:58:24,2008-08-22 08:58:24,-,5481.194841915061,2988.188612548642
175,40.003269,116.401777,0,151,39682.373912037,2008-08-22,08:58:26,2008-08-22 08:58:26,-,5485.198657038776,2977.6278573983745
176,40.003171,116.401845,0,152,39682.3739351852,2008-08-22,08:58:28,2008-08-22 08:58:28,-,5490.991410837525,2966.7336045959937
177,40.003063,116.401917,0,154,39682.3739583333,2008-08-22,08:58:30,2008-08-22 08:58:30,-,5497.124914857968,2954.727693202478
178,40.002959,116.401975,0,156,39682.3739814815,2008-08-22,08:58:32,2008-08-22 08:58:32,-,5502.065793093539,2943.166445052998
179,40.002844,116.402017,0,158,39682.3740046296,2008-08-22,08:58:34,2008-08-22 08:58:34,-,5505.643670438864,2930.382372418756
180,40.002756,116.402024,0,160,39682.3740277778,2008-08-22,08:58:36,2008-08-22 08:58:36,-,5506.239983329723,2920.5997775921155
181,40.002648,116.401946,0,161,39682.3740509259,2008-08-22,08:58:38,2008-08-22 08:58:38,-,5499.595353975827,2908.593865624324
182,40.002542,116.401775,0,162,39682.374074074105,2008-08-22,08:58:40,2008-08-22 08:58:40,-,5485.028281928566,2896.8102852144843
183,40.002469,116.40171,0,163,39682.3740972222,2008-08-22,08:58:42,2008-08-22 08:58:42,-,5479.491090797596,2888.6951778670714
184,40.002443,116.401698,0,164,39682.3741203704,2008-08-22,08:58:44,2008-08-22 08:58:44,-,5478.468840127518,2885.80486564534
185,40.002429,116.401687,0,165,39682.3741435185,2008-08-22,08:58:46,2008-08-22 08:58:46,-,5477.531777011451,2884.2485436753896
186,40.002423,116.401685,0,165,39682.3741666667,2008-08-22,08:58:48,2008-08-22 08:58:48,-,5477.36140190121,2883.581548545046
187,40.002426,116.401678,0,166,39682.3741898148,2008-08-22,08:58:50,2008-08-22 08:58:50,-,5476.765089009942,2883.9150461102754
188,40.002434,116.401667,0,166,39682.374212963,2008-08-22,08:58:52,2008-08-22 08:58:52,-,5475.828025896004,2884.8043729505594
189,40.002441,116.401658,0,166,39682.3742361111,2008-08-22,08:58:54,2008-08-22 08:58:54,-,5475.061337892298,2885.5825339354005
190,40.00244,116.401651,0,167,39682.3742592593,2008-08-22,08:58:56,2008-08-22 08:58:56,-,5474.465025000997,2885.4713680807645
191,40.002443,116.401646,0,167,39682.3742824074,2008-08-22,08:58:58,2008-08-22 08:58:58,-,5474.039087222111,2885.80486564534
192,40.002444,116.401639,0,167,39682.374305555604,2008-08-22,08:59:00,2008-08-22 08:59:00,-,5473.442774330796,2885.9160314999376
193,40.002442,116.401631,0,167,39682.3743287037,2008-08-22,08:59:02,2008-08-22 08:59:02,-,5472.7612738832595,2885.6936997907305
194,40.002431,116.401631,0,168,39682.3743518519,2008-08-22,08:59:04,2008-08-22 08:59:04,-,5472.7612738832595,2884.4708753856376
195,40.002426,116.401633,0,168,39682.374375,2008-08-22,08:59:06,2008-08-22 08:59:06,-,5472.931648995687,2883.9150461102754
196,40.002425,116.401627,0,168,39682.3743981481,2008-08-22,08:59:08,2008-08-22 08:59:08,-,5472.420523660571,2883.803880255448
197,40.002429,116.401623,0,168,39682.3744212963,2008-08-22,08:59:10,2008-08-22 08:59:10,-,5472.079773435712,2884.2485436753896
198,40.002433,116.401621,0,168,39682.3744444444,2008-08-22,08:59:12,2008-08-22 08:59:12,-,5471.909398325449,2884.693207095834
199,40.002434,116.401618,0,169,39682.3744675926,2008-08-22,08:59:14,2008-08-22 08:59:14,-,5471.653835656802,2884.8043729505594
200,40.002436,116.40161299999998,0,169,39682.3744907407,2008-08-22,08:59:16,2008-08-22 08:59:16,-,5471.22789787572,2885.0267046613862
201,40.002437,116.401607,0,169,39682.3745138889,2008-08-22,08:59:18,2008-08-22 08:59:18,-,5470.716772542751,2885.1378705160732
