Start Time,End Time,Transportation Mode
2008/09/25 08:26:36,2008/09/25 08:39:58,subway
2008/09/25 08:40:00,2008/09/25 09:04:10,taxi
2008/09/25 09:04:12,2008/09/25 09:25:36,walk
2008/09/25 22:57:38,2008/09/25 23:10:18,walk
2008/09/25 23:10:20,2008/09/25 23:22:38,taxi
2008/09/25 23:22:40,2008/09/26 00:16:18,walk
2008/09/26 07:08:24,2008/09/26 07:21:26,walk
2008/09/26 07:21:28,2008/09/26 07:40:46,bus
2008/09/26 07:40:48,2008/09/26 08:38:09,walk
2008/09/26 08:38:11,2008/09/26 08:47:23,bus
2008/09/26 08:47:25,2008/09/26 09:58:46,walk
2008/09/26 09:58:48,2008/09/26 10:16:46,bus
2008/09/26 10:16:48,2008/09/26 12:29:42,walk
2008/09/27 04:59:36,2008/09/27 05:05:32,walk
2008/09/27 05:05:34,2008/09/27 05:33:10,bus
2008/09/27 05:33:12,2008/09/27 06:44:08,walk
2008/09/27 06:44:10,2008/09/27 06:49:24,bus
2008/09/27 06:49:26,2008/09/27 07:38:46,walk
2008/09/27 07:38:48,2008/09/27 07:59:20,bus
2008/09/27 07:59:22,2008/09/27 09:03:50,walk
2008/09/27 09:03:52,2008/09/27 09:42:08,walk
2008/09/27 09:42:10,2008/09/27 09:51:56,walk
2008/09/28 00:24:06,2008/09/28 00:31:54,walk
2008/09/28 00:31:56,2008/09/28 00:42:54,bus
2008/09/28 00:42:56,2008/09/28 04:44:36,walk
2008/09/28 04:44:38,2008/09/28 04:59:14,bus
2008/09/28 04:59:16,2008/09/28 05:25:12,walk
2008/09/28 05:25:14,2008/09/28 05:33:59,bus
2008/09/28 05:34:01,2008/09/28 06:19:45,walk
2008/09/28 06:19:47,2008/09/28 06:35:53,bus
2008/09/28 06:35:55,2008/09/28 07:09:05,walk
2008/09/28 07:09:07,2008/09/28 07:22:07,bus
2008/09/28 07:22:09,2008/09/28 07:56:47,walk
2008/09/30 02:07:23,2008/09/30 02:20:03,walk
2008/09/30 02:20:05,2008/09/30 02:40:47,bus
2008/09/30 02:40:49,2008/09/30 03:14:53,walk
2008/09/30 03:14:55,2008/09/30 03:26:51,bus
2008/09/30 03:26:53,2008/09/30 03:41:21,walk
2008/09/30 05:41:17,2008/09/30 06:57:14,walk
2008/09/30 06:57:16,2008/09/30 07:30:52,bus
2008/09/30 07:30:54,2008/09/30 07:39:16,walk
2008/09/30 09:34:11,2008/09/30 09:50:08,taxi
2008/10/06 23:37:06,2008/10/06 23:39:00,walk
2008/10/06 23:39:02,2008/10/07 00:48:58,bus
2008/10/07 00:49:00,2008/10/07 00:57:42,walk
2008/10/07 09:41:30,2008/10/07 10:00:06,walk
2008/10/08 04:53:06,2008/10/08 05:45:20,bus
2008/10/08 05:45:22,2008/10/08 06:33:32,walk
2008/10/08 06:22:34,2008/10/08 07:26:22,bus
2008/10/08 23:37:54,2008/10/09 00:46:06,bus
2008/10/09 00:46:08,2008/10/09 00:54:44,walk
2008/10/09 10:20:04,2008/10/09 13:10:13,walk
2008/10/09 23:53:30,2008/10/10 00:56:24,bus
2008/10/10 00:56:26,2008/10/10 01:06:00,walk
2008/10/10 10:20:35,2008/10/10 10:53:25,walk
2008/10/10 23:40:36,2008/10/11 00:37:10,bus
2008/10/11 00:37:12,2008/10/11 00:45:42,walk
2008/10/11 06:04:00,2008/10/11 06:06:20,walk
2008/10/11 06:06:22,2008/10/11 06:13:20,bus
2008/10/11 06:13:22,2008/10/11 06:34:09,walk
2008/10/11 06:34:11,2008/10/11 06:39:03,taxi
2008/10/12 23:33:00,2008/10/13 00:15:23,subway
2008/10/13 00:15:25,2008/10/13 00:27:59,walk
2008/10/13 02:27:54,2008/10/13 02:53:20,walk
2008/10/13 02:53:22,2008/10/13 02:58:46,bus
2008/10/13 02:58:48,2008/10/13 04:14:45,walk
2008/10/13 04:14:47,2008/10/13 04:22:39,bus
2008/10/13 04:22:41,2008/10/13 05:10:35,walk
2008/10/13 06:42:24,2008/10/13 06:46:44,taxi
2008/10/13 06:46:46,2008/10/13 06:59:44,walk
2008/10/13 06:59:46,2008/10/13 07:21:22,taxi
2008/10/13 07:21:24,2008/10/13 08:11:02,subway
2008/10/13 08:11:04,2008/10/13 09:18:34,walk
2008/10/13 23:47:06,2008/10/14 00:33:54,bus
2008/10/14 00:33:56,2008/10/14 04:49:14,walk
2008/10/14 11:14:28,2008/10/14 11:18:47,subway
2008/10/15 00:31:35,2008/10/15 00:35:53,walk
2008/10/15 10:23:36,2008/10/15 10:37:40,bus
2008/10/15 10:37:42,2008/10/15 10:53:56,walk
2008/10/15 10:53:58,2008/10/15 11:55:32,bus
2008/10/15 23:42:30,2008/10/16 00:46:26,bus
2008/10/16 00:46:28,2008/10/16 00:55:58,walk
2008/10/16 02:11:50,2008/10/16 02:20:20,taxi
2008/10/16 02:20:22,2008/10/16 02:30:58,walk
2008/10/16 02:31:00,2008/10/16 02:37:30,taxi
2008/10/16 02:37:32,2008/10/16 03:35:24,subway
2008/10/16 03:35:26,2008/10/16 03:43:10,walk
2008/10/16 10:43:37,2008/10/16 11:40:41,bus
2008/10/16 11:40:43,2008/10/16 13:11:37,walk
2008/10/16 23:28:35,2008/10/17 00:26:21,bus
2008/10/17 00:26:23,2008/10/17 00:36:03,walk
2008/10/17 14:15:05,2008/10/17 14:35:57,subway
2008/10/17 14:35:59,2008/10/17 15:01:29,walk
2008/10/17 23:40:23,2008/10/18 00:33:07,bus
2008/10/18 00:33:09,2008/10/18 00:43:27,walk
2008/10/18 14:07:08,2008/10/18 15:11:13,walk
2008/10/18 15:11:15,2008/10/18 15:36:38,taxi
2008/10/19 03:49:29,2008/10/19 04:01:59,walk
2008/10/19 06:47:02,2008/10/19 07:40:08,walk
2008/10/19 07:40:10,2008/10/19 08:27:28,bus
2008/10/19 08:27:30,2008/10/19 08:47:49,walk
2008/10/19 08:47:51,2008/10/19 09:28:24,bus
2008/10/19 09:28:26,2008/10/19 12:36:29,walk
2008/10/19 23:39:29,2008/10/19 23:46:09,walk
2008/10/19 23:46:11,2008/10/20 00:26:24,subway
2008/10/20 00:26:26,2008/10/20 01:05:59,walk
2008/10/20 12:27:37,2008/10/20 12:45:07,walk
2008/10/20 23:59:05,2008/10/21 00:03:47,walk
2008/10/21 00:03:49,2008/10/21 00:36:49,subway
2008/10/21 00:36:51,2008/10/21 00:52:49,walk
2008/10/21 02:18:02,2008/10/21 02:21:52,walk
2008/10/21 02:21:54,2008/10/21 02:53:20,subway
2008/10/21 02:53:22,2008/10/21 03:07:25,walk
2008/10/21 12:29:37,2008/10/21 12:46:36,walk
2008/10/21 12:46:38,2008/10/21 13:23:48,bus
2008/10/21 13:23:50,2008/10/21 13:28:56,walk
2008/10/21 13:28:58,2008/10/21 13:43:16,bus
2008/10/21 13:43:18,2008/10/21 13:46:03,walk
2008/10/21 23:29:09,2008/10/21 23:32:09,walk
2008/10/21 23:32:11,2008/10/22 00:35:19,bus
2008/10/22 00:35:21,2008/10/22 00:51:29,walk
2008/10/22 11:35:00,2008/10/22 11:44:00,walk
2008/10/22 11:44:02,2008/10/22 12:18:37,subway
2008/10/22 12:18:39,2008/10/22 12:36:32,walk
2008/10/22 23:24:09,2008/10/23 00:11:54,bus
2008/10/23 00:11:56,2008/10/23 00:16:03,walk
2008/10/23 01:25:14,2008/10/23 01:27:24,walk
2008/10/23 01:27:26,2008/10/23 01:31:14,bus
2008/10/23 01:31:16,2008/10/23 01:54:24,walk
2008/10/23 13:07:05,2008/10/23 13:44:25,bus
2008/10/23 13:09:02,2008/10/23 15:28:15,walk
2008/10/23 13:44:27,2008/10/23 13:55:10,walk
2008/10/23 13:55:12,2008/10/23 14:09:00,bus
2008/10/23 23:35:09,2008/10/24 00:39:14,bus
2008/10/24 00:39:16,2008/10/24 01:05:39,walk
2008/10/24 13:04:03,2008/10/24 15:33:19,walk
2008/10/25 00:04:38,2008/10/25 00:52:55,bus
2008/10/25 00:52:57,2008/10/25 01:01:40,walk
2008/10/25 09:57:02,2008/10/25 10:00:12,subway
2008/10/25 10:00:14,2008/10/25 11:08:49,walk
2008/10/25 12:25:37,2008/10/25 12:36:57,walk
2008/10/25 12:36:59,2008/10/25 15:35:25,walk
2008/10/26 05:50:59,2008/10/26 06:17:39,walk
2008/10/26 08:33:25,2008/10/26 11:10:00,walk
2008/10/27 09:43:31,2008/10/27 09:47:40,walk
2008/10/27 09:47:42,2008/10/27 10:28:04,subway
2008/10/27 10:28:06,2008/10/27 11:25:41,walk
2008/10/27 23:53:19,2008/10/28 00:38:24,bus
2008/10/28 00:38:26,2008/10/28 00:46:54,walk
2008/10/28 12:20:29,2008/10/28 12:24:24,walk
2008/10/28 12:24:26,2008/10/28 12:55:34,subway
2008/10/28 12:55:36,2008/10/28 13:52:18,walk
2008/10/28 23:42:05,2008/10/29 00:40:40,bus
2008/10/29 00:40:42,2008/10/29 01:04:05,walk
2008/10/29 11:51:08,2008/10/29 12:24:33,bus
2008/10/29 12:24:35,2008/10/29 12:29:58,walk
2008/10/29 12:30:00,2008/10/29 12:45:28,bus
2008/10/29 12:45:30,2008/10/29 13:15:53,walk
2008/10/29 23:27:24,2008/10/30 00:26:59,bus
2008/10/30 00:27:01,2008/10/30 01:10:21,walk
2008/10/30 01:10:23,2008/10/30 02:35:18,car
2008/10/30 02:35:20,2008/10/30 03:33:35,walk
2008/10/30 03:33:37,2008/10/30 04:01:50,car
2008/10/30 04:01:52,2008/10/30 04:04:30,walk
2008/10/30 11:22:00,2008/10/30 11:29:25,walk
2008/10/30 11:29:27,2008/10/30 12:08:32,bus
2008/10/30 12:08:34,2008/10/30 12:44:11,walk
2008/10/30 23:36:31,2008/10/31 00:40:31,bus
2008/10/31 00:40:33,2008/10/31 00:55:21,walk
2008/10/31 03:42:25,2008/10/31 04:17:30,walk
2008/10/31 10:16:02,2008/10/31 10:34:17,walk
2008/10/31 13:06:24,2008/10/31 13:40:24,walk
2008/10/31 15:06:49,2008/10/31 15:23:59,walk
2008/11/01 00:06:39,2008/11/01 01:04:34,bus
2008/11/01 01:04:36,2008/11/01 01:15:34,walk
2008/11/01 06:54:56,2008/11/01 06:56:35,walk
2008/11/01 09:06:20,2008/11/01 09:19:50,bus
2008/11/01 09:19:52,2008/11/01 09:30:10,walk
2008/11/01 09:30:12,2008/11/01 10:56:07,bus
2008/11/02 02:26:39,2008/11/02 03:27:38,walk
2008/11/02 03:27:40,2008/11/02 03:51:33,bus
2008/11/02 03:51:35,2008/11/02 04:41:34,walk
2008/11/02 04:41:36,2008/11/02 04:49:09,taxi
2008/11/02 04:49:11,2008/11/02 05:44:56,walk
2008/11/02 05:44:58,2008/11/02 05:48:47,bus
2008/11/02 05:48:49,2008/11/02 06:24:02,walk
2008/11/02 06:24:04,2008/11/02 06:40:47,bus
2008/11/02 06:40:49,2008/11/02 08:12:39,walk
2008/11/02 08:12:41,2008/11/02 08:59:35,bus
2008/11/02 08:59:37,2008/11/02 09:18:42,walk
2008/11/02 09:18:44,2008/11/02 09:45:27,subway
2008/11/02 09:45:29,2008/11/02 10:11:02,walk
2008/11/02 11:59:07,2008/11/02 12:41:46,walk
2008/11/02 12:41:48,2008/11/02 13:12:56,subway
2008/11/02 13:12:58,2008/11/02 13:27:51,walk
2008/11/02 23:39:56,2008/11/03 00:39:01,bus
2008/11/03 00:39:03,2008/11/03 00:47:31,walk
2008/11/03 03:49:08,2008/11/03 04:29:43,walk
2008/11/03 09:56:08,2008/11/03 09:58:58,walk
2008/11/03 09:59:00,2008/11/03 11:03:06,subway
2008/11/03 11:03:08,2008/11/03 14:35:11,walk
2008/11/03 23:37:36,2008/11/04 00:44:06,bus
2008/11/04 00:44:08,2008/11/04 02:39:56,walk
2008/11/04 10:20:03,2008/11/04 14:05:13,walk
2008/11/04 23:10:07,2008/11/05 00:06:07,bus
2008/11/05 00:06:09,2008/11/05 00:28:00,walk
2008/11/05 00:28:02,2008/11/05 00:31:45,bus
2008/11/05 00:31:47,2008/11/05 00:38:38,walk
2008/11/05 04:00:38,2008/11/05 05:37:32,walk
2008/11/05 08:47:24,2008/11/05 08:52:44,bus
2008/11/05 08:52:46,2008/11/05 08:58:53,walk
2008/11/05 08:58:55,2008/11/05 10:11:13,bus
2008/11/05 10:11:15,2008/11/05 10:19:28,walk
2008/11/05 23:51:06,2008/11/06 00:51:37,bus
2008/11/06 00:51:39,2008/11/06 03:21:47,walk
2008/11/06 09:02:32,2008/11/06 09:43:32,car
2008/11/08 04:42:27,2008/11/08 10:00:47,car
2008/11/26 11:55:00,2008/11/26 12:13:10,car
2008/11/26 12:13:12,2008/11/26 12:48:10,walk
2008/11/26 12:48:12,2008/11/26 12:58:25,car
2008/11/26 23:04:09,2008/11/27 00:12:54,bus
2008/11/27 00:12:56,2008/11/27 00:30:39,walk
2008/11/27 08:23:08,2008/11/27 08:38:33,walk
2008/11/27 08:38:35,2008/11/27 09:07:33,subway
2008/11/27 09:07:35,2008/11/27 09:18:58,walk
2008/11/27 23:40:57,2008/11/28 00:16:42,car
2008/11/28 06:21:45,2008/11/28 06:49:30,taxi
2008/11/28 06:49:32,2008/11/28 07:18:54,walk
2008/11/28 07:18:56,2008/11/28 07:51:19,subway
2008/11/28 07:51:21,2008/11/28 08:29:57,walk
2008/11/28 13:56:05,2008/11/28 14:17:15,car
2008/11/28 14:17:17,2008/11/28 15:17:48,walk
2008/11/29 05:59:02,2008/11/29 10:41:29,car
2008/11/29 12:27:14,2008/11/29 12:57:14,car
2008/11/29 12:57:16,2008/11/29 14:20:53,walk
2008/11/29 14:20:55,2008/11/29 15:43:48,car
2008/11/30 12:29:07,2008/11/30 12:57:17,car
2008/11/30 15:00:22,2008/11/30 15:53:47,walk
2008/12/01 16:37:36,2008/12/01 16:49:41,car
2008/12/01 16:49:43,2008/12/01 20:24:11,walk
2008/12/02 00:50:08,2008/12/02 00:53:53,walk
2008/12/02 00:53:55,2008/12/02 01:18:13,subway
2008/12/02 01:18:15,2008/12/02 01:47:33,walk
2008/12/02 01:47:35,2008/12/02 02:17:48,subway
2008/12/02 02:17:50,2008/12/02 03:00:12,walk
2008/12/02 23:34:33,2008/12/03 00:38:56,bus
2008/12/03 00:38:58,2008/12/03 00:49:31,walk
2008/12/03 00:49:33,2008/12/03 01:21:56,subway
2008/12/03 01:21:58,2008/12/03 01:40:36,walk
2008/12/03 01:40:38,2008/12/03 02:11:36,subway
2008/12/03 02:11:38,2008/12/03 05:15:21,walk
2008/12/03 13:07:56,2008/12/03 13:11:36,walk
2008/12/03 14:49:54,2008/12/03 15:28:15,walk
2008/12/04 00:47:05,2008/12/04 00:58:20,walk
2008/12/04 00:58:22,2008/12/04 01:23:30,subway
2008/12/04 01:23:32,2008/12/04 01:44:35,walk
2008/12/04 02:37:20,2008/12/04 03:00:45,walk
2008/12/04 03:00:47,2008/12/04 03:32:55,subway
2008/12/04 03:32:57,2008/12/04 05:28:20,walk
2008/12/04 10:42:07,2008/12/04 11:10:59,walk
2008/12/04 11:11:01,2008/12/04 12:10:04,subway
2008/12/04 12:10:06,2008/12/04 13:13:29,walk
2008/12/04 23:29:33,2008/12/05 00:58:33,bus
2008/12/05 00:58:35,2008/12/05 06:03:38,walk
2008/12/06 00:04:03,2008/12/06 00:32:48,car
2008/12/06 00:32:50,2008/12/06 01:38:38,walk
2008/12/06 03:05:45,2008/12/06 05:05:00,walk
2008/12/06 05:05:02,2008/12/06 05:13:40,taxi
2008/12/06 05:13:42,2008/12/06 05:55:40,walk
2008/12/06 05:55:42,2008/12/06 06:05:10,taxi
2008/12/06 06:05:12,2008/12/06 07:24:20,walk
2008/12/06 07:24:22,2008/12/06 07:44:20,subway
2008/12/07 01:36:08,2008/12/07 02:18:18,car
2008/12/07 02:18:20,2008/12/07 04:10:08,walk
2008/12/07 04:10:10,2008/12/07 04:45:56,car
2008/12/07 23:30:09,2008/12/08 00:48:59,bus
2008/12/08 00:49:01,2008/12/08 00:59:14,walk
2008/12/08 14:26:56,2008/12/08 14:54:51,car
2008/12/08 14:54:53,2008/12/08 15:16:21,walk
2008/12/09 00:08:01,2008/12/09 00:43:31,bus
2008/12/09 00:43:33,2008/12/09 01:48:51,walk
2008/12/09 03:05:01,2008/12/09 03:41:56,walk
2008/12/09 12:43:59,2008/12/09 13:50:29,car
2008/12/09 13:50:31,2008/12/09 15:06:49,walk
2008/12/10 00:32:39,2008/12/10 00:40:14,walk
2008/12/10 00:40:16,2008/12/10 01:11:06,bus
2008/12/10 01:11:08,2008/12/10 01:24:31,walk
2008/12/10 01:24:33,2008/12/10 01:31:31,taxi
2008/12/10 01:31:33,2008/12/10 02:23:08,subway
2008/12/10 02:23:10,2008/12/10 02:31:14,walk
